date,workerid,amount
Tue Mar 12 12:56:31 PDT 2019,AJHFBWQHT3ZMD,0.5
Wed Mar 13 17:21:22 PDT 2019,AQD21K1SZ2052,0.5
Thu Mar 14 00:18:15 PDT 2019,A1OEUL8MXVZEXY,0.5
Thu Mar 14 02:02:24 PDT 2019,A26YXLMZ98ABQO,0.5
Thu Mar 14 22:03:14 PDT 2019,A22EONKWYRJTYP,0.5
Fri Mar 15 08:57:12 PDT 2019,A29ZCTW2GSIDP5,0.5
Sun Mar 17 13:07:42 PDT 2019,A27ARSXNBN2007,0.5
Sun Mar 17 13:49:52 PDT 2019,A1QPZE6NHPB040,0.5
Mon Mar 18 15:39:45 PDT 2019,A2L9IA2RAMCHZK,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
