date,workerid,amount
Mon Jan 21 14:46:55 PST 2019,APHNYDGTCRN3O,0.4
Mon Jan 21 14:51:34 PST 2019,A3QDFV8LK9A1HX,0.4
Mon Jan 21 15:37:27 PST 2019,AK5AFB4VLBCGK,0.4
Mon Jan 21 16:35:30 PST 2019,AORVYERJ0JD04,0.4
Mon Jan 21 17:03:10 PST 2019,A10LB72MTC4WY,0.4
Mon Jan 21 17:44:27 PST 2019,A2Y7PB2U8USUC8,0.4
Mon Jan 21 18:19:57 PST 2019,AVATVZ3O0C0MT,0.4
Mon Jan 21 18:37:26 PST 2019,AODEMLZW7K1A8,0.4
Mon Jan 21 18:43:19 PST 2019,A19DYGQUQX6FWQ,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
