date,workerid,amount
Mon Jan 21 14:46:30 PST 2019,AASEV0P4KJRAL,0.4
Mon Jan 21 14:48:13 PST 2019,A1QJTS0D6UCN43,0.4
Mon Jan 21 14:50:55 PST 2019,A1C6NTK19FBQO0,0.4
Mon Jan 21 14:53:10 PST 2019,A37CO0N1KC1CDW,0.4
Mon Jan 21 15:14:15 PST 2019,A3GM1ALJEW98WN,0.4
Mon Jan 21 15:23:09 PST 2019,A1VS73M8WJKXHQ,0.4
Mon Jan 21 16:25:42 PST 2019,A3CBOZUTFR0NR7,0.4
Mon Jan 21 17:03:33 PST 2019,A2XSJVDWB4M6C0,0.4
Mon Jan 21 18:14:11 PST 2019,A2WWKCWR04ZO1B,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
